text,label
"RT @adnanalmazrooa: Updated MERS-CoV case definition, infection prevention and control guidelines by Saudi MOH, May 13th, 2014:  ",informative
US MERS disease spreads  (World) ,informative
"#TalkLikeAPirateDay: 5 Things You Should Know About MERS, The Deadly Virus That's Now Breaking Out In Saudi Arabia... ",not_informative
???#Shylock #malware hit by authorities #hacked #Virus #security #cybersecurity ,not_informative
Previously unreported MERS cases raise tough questions for Saudi Arabia - CTV News CTV News Previously unreported  ,informative
Healthcare Workers Exposed To Florida MERS Patient Show Symptoms Of Infection  via @bi_contributors,informative
@DocFM1 @influenza_bio Maybe previous ancestors didn't cause symptoms in humans but Ab against them also defend against today's #MERS-CoV?,informative
Antibodies against deadly emerging disease MERS identified - Business Standard: CTV NewsAntibodies against dea... ,informative
"RT @gquaggiotto: [Proof of concept, comments welcome!] Social media for #disease surveillance? The case of #MERS  @Paa€|",informative
"MT @AP: MORE: Of the confirmed MERS cases, the official Saudi Press Agency says 53 are still receiving treatment: ",informative
Potential MERS cases under watch: The Disease Control Department on Thursday revealed that 17 people have been... ,informative
Fresh: MERS-CoV: What is going on?  #news #russia,informative
RT @MarinaMarraco: Could there be more cases of #MERS in the US? In Central Florida? It's troubling question officials want answered.,informative
Graphic showing the distribution of MERS cases worldwide ,informative
"MERS patient has no symptoms, released from Indiana hospital a€¡° Chicago Sun-Times: ABC News MERS patient has no... ",informative
No UAE trip because of MERS-COV. Timing ba.,informative
Second confirmed case of MERS in the US: The Centers for Disease Control and Prevention has...  #Atlanta #GA,informative
US health officials are on alert to identify travelers coming from the Middle East who show symptoms of the Middle East Respiratory Syndrome,informative
Majumder: Impact of comorbidity on #MERS mortality ,informative
"#Qatar Saudi Arabia finds another 32 MERS cases as disease spreads: In humans, MERS cause coughing, fever and ... ",informative
12th Disease Prevention Control Office monitoring Coronavirus - ... -  - and more on  -,informative
RT @CDCgov: Infectious disease threats such as Middle East respiratory syndrome (#MERS) pose a growing danger to people everywhere. #CDCchat,informative
#OyeAhoraDike 2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare wor...  #AunNoPuedoCreerlo,informative
HERE WE GO AGAIN. Now there's a new disease floating about called MERS (Middle Eastern Respiratory Syndrome). ,informative
6 Additional cases of #CoronaVirus and 3 deaths (in Riyadh) from previous cases (10 infected 1 death).   1 in... ,informative
RT @BBCOS: Questions about the flu-like disease #MERS? Tweet them to @BBCOS. Our health reporter will answer them at 1715GMT on OS TV.,informative
#Coronavirus news: Abu Dhabi announces 8 more cases of MERS Coronavirus tested negative - Zawya...  #pathogenposse,informative
RT @HelenBranswell: With &gt;800 cases (&amp; +700 in #KSA alone) it's hard to fathom why studies designed to show best treatment for #MERS cases a€|,informative
@shanghaidaily may be this kiss will transfer virus same way virus MERS transfered from camel to human,informative
RT @970wfla: @USFHealth infectious disease doctor discusses #MERS  a€| via @970wfla,informative
RT @RxWiki: #Pharmacist News: No Signs of Spread as MERS Patient Recovers  #DigitalPharmacist,informative
These signs are going up at #airports nationwide. Do you know why? On the blog: #MERS #CDC  ,informative
MERS is a coronavirus disease,informative
"RT @WicomicoHealth: Learn more about #MERS, the virus that causes it, how it spreads, symptoms, prevention tips, &amp; what CDC is doing. http:a€|",informative
MERS virus: First case detected in Egypt - Health - CBC News  #MERS,informative
Re-examination of MERS-CoV data in Saudi Arabia led to 19.6% increase in case count and 48.4% increase in death toll ,informative
a€?@TIME: 2 hospital workers treating MERS patient shows virus-like symptoms  I heard this may have originated camels,informative
#Matzav_com Deadly MERS Disease Found in U.S. ,informative
Saudia Arabia reports 102 deaths from MERS disease ,informative
RT @EndTimeTuber: #BATMAN returns! @tomlinden0 First Saudi #MERS #virus case contracted disease not from #camel but from a bat: Expert httpa€|,informative
Sars-like coronavirus spreads to Egypt -  #GoogleAlerts,informative
"Disease PR: Look, #SARS, it's time to talk #rebranding.  SARS: Ok...  Disease PR: Picture this: #MERS   SARS: Whatever.",not_informative
RT @rachels_aria: @CIDRAP ...inappropriate &amp; premature to conclude that #MERS is not an airborne or aerosol-transmissible disease...http:a€|,informative
Deadly MERS Disease Found in U.S.  #TFB #FF #F4F #RT,informative
RT @MERS_inSAUDI: @WHO release on the first two cases in Algeria; Both two cases developed #MERS symptoms while in Saudi Arabia.  ,informative
"RT @carlzimmer: Saudi government hopes to make a #MERS vaccine, but blocking transmission from animals makes more sense ",informative
Deadly respiratory disease MERS spreads to??Iran ,informative
"Centers for Disease Control reports 2nd case of MERS (Middle East Respiratory Syndrome) in USA. Since 2012, a third of infected has died.",informative
RT @HelenBranswell: Did Orlando hospital just say there was secondary transmission to healthcare workers from 2nd US #MERS case?,informative
"RT @AnnalsofIM: A recent editorial questions the pandemic potential of #MERS. Read, 'Medusa's Ugly Head Again: From SARS to MERS-CoV' http:a€|",informative
Had to actually look up if MERS was an indie band or deadly disease.,informative
Interesting info 2 in Florida Show Symptoms of Deadly Middle Eastern Virus: Two healthcare work...  #gigatownlevin,informative
"Orlando hospital worker who had #MERS-like symptoms after being exposed to the virus has tested NEGATIVE, health officials say",informative
Scientists question Saudi openness on deadly MERS virus outbreak - #Android #IOS #ksa #uae  #health #news,informative
Deadly MERS virus turns up in U.S. for first time. It's another reminder that diseases are just a plane ride away. ,informative
RT @DailyHealthTips: MERS : Symptoms &amp; Treatment   #MERSSymptoms #MERS ,informative
HOW Does #MERS 'Jump' From Camels To Humans w/out help? DNA Editing: Curing Disease or Causing It?  #CRISPR #CDC #MIT ,informative
RT @TomP_FOX28: #MERS in INDIANA:  How contagious is the virus?  IU Chemistry Professor says there are still a lot of questions... ,informative
"RT @Arab_News: #MERS warning signs at 22 major #US airports, including all 3 in New York City area   #Saudi @WHO #heaa€|",informative
Saudi Arabia says has 10 more cases in #MERS outbreak  #SaudiArabia,informative
@FamilyLinkSK   ..Today Please use 2 HashTags .... ( #b2bhour #ifb2014 ) 2gether .....Only 2 weeks Left ..for uk business 2 get involved .T,not_informative
Wtf is this mers disease?,not_informative
 First U.S. patient of deadly MERS virus responding to treatment,informative
NTRR Works to Eliminate Spread of Disease as 2nd U.S. Case of MERS Reported - MarketWatch ,informative
RT @Live_H9N2: MERS Coronavirus Transmission from Camels to Humans Possible ... - Nature World News : ,informative
Saudi Arabia says more than 100 patients infected with the Mers coronavirus have now died since the outbreak... ,informative
"*googles MERS symptoms* @c_write #MERS patient was working in Riyad, Saudi Arabia before traveling by plane then bus back to Indiana.??",informative
"@Fla_Medic @MackayIM  @maiamajumder New #MERS pts requiring hospilxn widely distributed wo regard to age, comorbs. Not just more asympt.",informative
"#MERS is not as contagious as the flu, says @gumedcenter #infectiousdisease expert via @afp ",informative
 :  A Classical Fairytale ,not_informative
RT @TheBaxterBean: Centers for Disease Control confirms first U.S. case of deadly MERS virus. But yeah #Benghazi ,informative
@HelenBranswell also a 16 year old is reported could have implications for schools #mers,informative
A TIME'S MEMORY: Interim Infection Prevention and Control Recommend...  #MERS #merscov #CDC,informative
Two new 'potential' US Mers cases - nice of the guy to have symptoms after contact but not get treated for #mers ,informative
RT @FluTrackers: #Egypt-Attendant &amp; 2 passengers hospitalized 4 #coronavirus #MERS tests:breathing &amp; fever symptoms on plane from #KSA httpa€|,informative
"...flu-like symptoms (fever/chills/cough), but has the potential to kill you. Ugh. #MERS",informative
RT @FluTrackers: The question is not whether #coronavirus #MERS is a global public emergency-it is whether the world will stand up 2 Saudi a€|,informative
@Crof @MackayIM #MERS Good questions from the good Doctor as always.,informative
RT @FoxNews: Deadly respiratory disease MERS spreads to Iran  via @LisaDaftari,informative
NEWS: CDC Confirms First U.S. Case of MERS Virus in Indiana - The Centers for Disease Control and Prevention confi... ,informative
"RT @newprof1: Schuchat said. The introduction of MERS-CoV is another reminder that diseases are just a plane ride away, ",informative
"CDC-MERS-Frequently Asked Questions - @CDCgov 1st case found in USA on May 2, 2014 ",informative
RT @ULworkplace: CDC confirms case of #MERS in US. Get guidance on workplace #infectionprevention and control practices w/ Dr. Howard http:a€|,informative
@CMCMFIN @ArabianBusiness it seems more related to malpractice and fake than infectious disease to explain #MERS cases.,informative
Repurposing of clinically developed drugs for treatment of Middle East Respiratory #Coronavirus  h/t Emily #MERS,informative
2 cases of Middle East Respiratory Syndrome in HK...? Eh don't like that ley july have HK trip ley,informative
MERS CoV is now a threat in the Middle East and nearby Asian countries - News - Bubblews  #bubblews,informative
RT @ScottGottliebMD: Camel snot blamed for transmission of deadly MERS virus  @BloombergNews,informative
RT @ActionNewsJax: #BREAKINGNEWS The CDC has confirmed a case #MERS in Florida.   Symptoms and more information:  htta€|,informative
RT @CDCtravel: Travelers to Arabian Peninsula: protect yourselves &amp; know the symptoms of #MERS when to seek care:  ,informative
patient positive of Mers Corona Virus was admitted in Iloilo Doctors Hospital!! Keep safe fellow illonggos! Pray.,informative
"Oh yay; @TheWeek reveals SARS has a successor (of sorts): MERS! I'm not a disease, but I am contagious. ^_~",informative
Two hospital workers showing signs of deadly MERS virus in Florida: More cases of the deadly Middle East Respi... ,informative
SARS-Like MERS Virus Spreads to New Countries ,informative
Lowkey this MERS disease is scattering worst than HIV,informative
Iran: Returning pilgrims with cold symptoms should seek medical care #MERS ,informative
Identical genome sequence in camel and human owner's MERS virus suggests direct transmission ,informative
Source: MERS Cov suspect transferred hosp but all admissions still on hold @bonjourmariella ;),informative
Saudi Arabia finds another 18 MERS cases as disease spreads - Reuters UK: Straits TimesSaudi Arabia finds anot... ,informative
 #2: Preventing The Mers Virus: What You Must Know About The Transmission And Prevention ... ,informative
"RT @ACSC_steven: National Center for Immunization and Respiratory Diseases, the general public risk for the disease is very low. ",not_informative
"RT @marynmck: 10/10 a€| so find trustworthy sources. i suggest following  @HelenBranswell, longtime infectious disease reporter who follows Ma€|",informative
"How To Remove Shortcut Virus In USB Pendrive, PC, Hard Disk, Memory Cards Using Command Prompt click here ",not_informative
"#UAE: #Mers: Don??t believe rumours, but maintain #hygiene  #coronavirus #rumour",informative
Here's a good MERS primer; Orlando MERS virus case sparks questions.  ,informative
Prevention of Corona Virus.. ,informative
"DOH, DOLE, OWWA conduct information, health education on MERS-CoV | Watch:  via PTVph",informative
#HongKong: Expert calls for wider testing as #virus fear grows  #MERS #coronavirus,informative
MERS Patient Listed In 'Good' Condition: State health officials say there's no sign of MERS transmission in... ,informative
"#UAE doc says #MERS nothing to worry about, but wear a mask around babies &amp; pregnant women if you have a cough ",informative
Corona Virus - A Serious Threat! - Life in Saudi Arabia ,informative
"MERS, SARS, And Other Diseases We've Acquired From Animals: Middle-Eastern Respiratory Syndrome, or MERS, has ... ",informative
@_OPHELIEMENT Un virus ou un malware ou un spyware ?,not_informative
Indiana Department of Health creates hotline for people with questions about MERS virus ,informative
"The disease, Middle East Respiratory Syndrome or MERS, has infected ~400 ppl &amp; killed  &gt;100 since it was first reported in Saudi Arabia",informative
MERS virus is not human-to-human transmission yet,informative
RT @MackayIM: Recent #MERS case upsurge explained by breaches in WHOa€?s recommended infection prevention and control measures  ,informative
Middle East Respiratory Syndrome  MERS is also Coronavirus,informative
I can't even make this shit up #MERS,informative
RT @YahooNews: BREAKING: Two Orlando hospital employees who were exposed to patient with MERS are now showing symptoms. ,informative
[Gulfnews All News] US reports third case of potential Mers virus: One of the two who showed symptoms has been... ,informative
What are the symptoms of #MERS?  Asking for a friend.,informative
DTN Military News: US Confirms First MERS Case: The U.S. Centers for Disease Control has confirmed the first c... ,informative
14 new cases of respiratory syndrome detected in Saudi. Total number has reached 313 with 92 deaths. ,informative
Update on the MERS CoV issue! Stay safe still! ,informative
.@WHO Fukuda says it's not clear if fomites (viruses on surfaces) play a role in transmission of #MERS.,informative
Gene sequencing of #MERS strain frm #Saudi surge finds no significant diffs. that can be reason for surge in cases. ,informative
"RT @KatieMcCallTV: #MERS #BAYLOR expert in infectious disease @PeterHotez, MD, on Fox at 5 and 9: what you need to know about MERS virus.",informative
RT @scalzi: Looks like I picked a good time to release a novella about a viral disease that sweeps the globe. ,not_informative
dont bring that shit here RT @NBCLA: LA Co. residents who shared flight w/ MERS patient show no signs of having virus ,informative
PT @WHO warns countries to bolster fight against #MERS virus although says there is no evidence of sustained human-to-human transmission (!),informative
RT @AlArabiya_Eng: #SaudiArabia finds another 32 #MERS cases as disease spreads  #KSA #coronavirus,informative
Egypt discovers first case of potentially deadly MERS virus  via @YahooNews,informative
There  are no specific treatments recommended for illnesses caused by MERS-CoV.  Medical care is supportive and to help relieve symptoms.,informative
2 in Florida Show Symptoms of the Middle East Respiratory Syndrome (MERS) Virus ,informative
Me hearing about the MERS-COV here in iloilo. XD ,informative
"RT @SurvivalMD: The first case of the disease, MERS, is in the U.S. Should u worry? Find more about it here.  #MERS",informative
SARS-LIKE MERS VIRUS KILLS 100 WORLDWIDE SPREADS TO NEW COUNTRIES): Cases of the??MERS Coronavirus??have signifi... ,informative
Heading to #MRES news conference in #Munster. What questions do you have for #Indiana health leaders ab Middle East Respiratory Syndrome?,informative
RT @johnnyreb1864: Now 4 Cases of MERS IN U.S.? 2 Health Care Workers Exposed to MERS Patient Have Flu-Like Symptoms 5-13-14 #FYI ,informative
Breakdown in #saudi health system leads to: 3 private hospitals refuse to take #MERS cases unless they pay upfront.  ,informative
The MERS Outbreak: Is The Government Doing Enough?: The Centers for Disease Control and World Health Organization... ,informative
Saudi records 11 cases of MERS virus in Jeddah  #health,informative
Top story: MERS Search: Disease Detectives Beat Bushes for Virus - NBC News  see more ,informative
@HelenBranswell @ECDC_Flu in his treatment. As soon as Mers CoV was confirmed anti flu medication was stopped.,informative
"RT @WHO: Latest Disease Outbreak News on Middle East respiratory syndrome cases reported by #SaudiArabia, #UAE, #Iran ",informative
RT @mabasalamah: MERS-CoV to be treated as airborne disease! .. Not only by airborne droplets.  Read it on the CDC webpage: ,informative
".@WHO clears up question of nationality, age of US #MERS case. A US citizen living and working in #KSA. In his 60s. ",informative
Second U.S. case of deadly MERS virus found in Orlando area: The Federal Centers for Disease Control and Preve... ,informative
Gov??t steps up efforts against MERS-CoV ,informative
"Health Minister affirms Bahrain free of Coronavirus disease  Great, now everyone will think THERE IS disease here",informative
NEWS: Arab_News: #MERS: Questions &amp; answers session with Dr. Batool Ali  #Arabnews #Health... ,informative
An imam tells his congregation to watch for severe headaches in addition to respiratory symptoms  #coronavirus #MERS,informative
M.E.R.S = Middle East Respiratory Syndrome. This disease was probably made by US the same way A.I.D.S was. Research this shit its scary,informative
RT @Seuchen_Kompass: #mers Patient with respiratory symptoms and travel history under CHP investigation ,informative
World Health: A camel reasons Corona virus transmission  #Saudi #news #qatif #KSA,informative
Middle East Respiratory Syndrome (MERS) made it to the US last week. MERS has no cure or defined treatment. ,informative
DOH still tracking down suspected MERS-CoV cases. #SolarNews,informative
RT @HelenBranswell: Moderator @ModMPP sums up key unanswered questions about #MERS in her latest @ProMED_mail post: ,informative
MERS an Occupational disease ? ,informative
a€?@asapstromberg: of course MERS disease first case was found in chicago and now its in indiana and florida!!!!!!a€? yes yes YES,informative
"RT @YahooNewsME: INFOGRAPHIC: Signs, symptoms, prevention methods,  all you need to know #MERS #Coronavirus  ",informative
"2 #HCWs have flu-like symptoms. So? Not #MERS CoV lab-positive yet. Clearly, not all MERS-CoV positive people get MERS. Patience.",informative
"Corona virus  It was discovered in September 24, 2012, and because of certain diseases to humans and animals",informative
RT @DrFriedenCDC: Clinicians &amp; health officials must watch for #MERS symptoms in patients whoa€?ve recently traveled in/near Arabian Peninsula€|,informative
@DrFriedenCDC Question not asked on phone conference: Will you be performing RT-PCR testing on Family of #MERS patient? Flight members?,informative
Turns out @OrlandoHealth trained for this very disease #MERS in a 'drill' last year.  How ironic.,informative
MERS Virus Symptoms Not A Global Epidemic Yet  via @theinquisitr,informative
RT @Gestioncrise: Guidelines for preventing #MERS transmission: Follow precautions to protect you  #gescrise,informative
Did you hear about the Middle Eastern virus spreading due to lack of infection prevention?  #NurseLife #Healthcare,informative
New #MERS tracking numbers  #infectious disease   ,informative
From #camels to humans: tracking the #Mers transmission ,informative
a€?@AndrewPaviaMD: MT reporting delays on #MERS and signs of progress (?)   @maiamajumder @AshTuite @cmyeaton,informative
"Newest US #MERS case was infected by Indiana patient, CDC says -  The Centers for Disease Control and Prevention... ",informative
"Initial hints about the  origins of the Jeddah MERS-CoV outbreak , thank you Dr Hatem  ",informative
"Deadly MERS virus spreading out of control in Saudi Arabia, leaps to Egypt as global pandemic begins - See... ",informative
Corona virus awareness ... black and white flyers ... #BlackAndWhite #Black #white #mphotocapril??_ ,informative
RT @DrFriedenCDC: To date no #MERS found in people who had contact w/ 2 travelers with confirmed disease. Testing of contacts continues.,informative
'There are many kinds of diseases you can contract on a plane. #MERS is the least likely.' Dr. Ian Lipkin ,informative
Previously unreported MERS cases raise tough questions for Saudi Arabia: The World Health Organization and oth... ,informative
Likely camel-to-human MERS virus has human-to-human transmission risks | Sci-Tech | DW.DE |... ,informative
"Yeah I've started producing my own wifi, I can't give you the password though cause if I get a virus I get sick in real life",not_informative
#MERS reminds us new diseases emerge &amp; evolve. Another reason not to let guard down on #lice as communicable blood-obligate human parasites.,informative
RT @thewaywardrose: Re-tweeting because this is a must read on emerging infectious diseases: Solving a Viral Mystery #MERS #EPID ,informative
RT @FluTrackers: Question: How Should Asymptomatic Cases of #coronavirus #MERS be Detected and Identified?  h/t Laidba€|,informative
RT @YEMEN_Newz: N.J. health officials on lookout for rare #MERS disease  #Yemen,informative
RT @makoto_au_japon: Two #MERS #antibody studies may help quest for treatment  /via @CIDRAP #CIDRAP #coronavirus httpa€|,informative
"Infographic, Informations about coronavirus ",informative
So apparently there's a case of MERS in the Eastern USA...  ... Which is a contagious middle eastern disease with a 1/3 mortality rate. O_O,informative
"Deadly MERS virus not yet a global emergency, says WHO: The disease event does not currently meet the c...  (TrSt)",informative
Report: 2 Hospital Workers Who Came In Contact With MERS Patient Showing Symptoms ,informative
Should we be worried about the MERS virus? ,informative
Three patients with respiratory symptoms and travel history test negative for MERS-CoV ... - ,informative
Prevention News: US MERS Cases Have Not Infected Any Healthcare Workers ,informative
RT @CTV_AvisFavaro: #MERS now exported to US  flew from Riyadh April 24 to Chicago. Took a bus to Indiana. Respiratory symptoms began Aprila€|,informative
Saudi Arabia raises Mers virus toll  U.S musta introduced th virus.. U.S; synonym 4 'dgaf bout collateral damage',not_informative
More Concerns Raised in #Morocco as #Algeria Reports First #MERS #Corona Virus #Death  #blogoma #twittoma ,informative
"See how the newly discovered disease, MERS, can disrupt big business ",informative
RT @maiamajumder: #MERS: Our greatest challenge as Western scientists in #KSA is not so much the disease as it is cultural awareness &amp; coa€|,informative
Camels Confirmed As Source of MERS Virus ,informative
LIST OF ALL DISEASES AND NATURAL CURES  #cancer #aids #diabetes #herpes #flu #h1n1 #mers #hpv #heartdisease #mrsa,informative
#MERS is spreading quickly in #KSA ... @joekoueik be careful!!! ,informative
RT @dirkstanley: Saudi Arabia Revises #MERS Death Toll Up 48% #publichealth #worldhealtg #infectiousdisease  ,informative
RT @HICPrevention: #APIC2014 Saudi doc tells HICprevention that the recent widespread availability of rapid #MERS test results is stopping a€|,informative
US confirms first case of #MERS #coronavirus  @BBCNews #infectiousdisease #globalization,informative
@MackayIM @arambaut No. The camel and human #MERS sequences are virtually identical.,informative
Expats guard against MERS-Coronavirus ,informative
"No signs of H7N9 flu, MERS coronavirus identified in Cambodia: health??official ",informative
